"class","order","family","genus","sci_name","common_name","tax_level","qual_found","lipid_ww_percent","protein_ww_percent","energy_ww_kj_g","energy_method","lipid_ww","lipid_dw","lipid_afdw","protein_ww","protein_dw","protein_afdw","energy_ww","energy_dw","energy_afdw","n","water","ash_ww","ash_dw","life_stage","age","sex","ww_mean_g","ww_min_g","ww_max_g","length_mean_cm","length_min_cm","length_max_cm","length_type","start_year","end_year","start_month","end_month","start_day","end_day","lat","long","longhurst_province","specific_location","ocean_basin","publication_year","reference","url","notes"
"Actinopterygii","Perciformes","Scombridae","Scomber","Scomber japonicus","Pacific chub mackerel","species","yes",NA,NA,6.479,"bomb_calorimetry",NA,NA,NA,NA,NA,NA,6.479,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2000","2014","May","October",NA,NA,45.38,155.31,"PSAW","Western North Pacific","Pacific Ocean",2016,"Tamura, T., Konishi, K. & Isoda, T. Updated estimation of prey consumption by common minke, Bryde’s and sei whales in the western North Pacific. Institute of Cetacean Research Reports 16, 1–58 (2016).","https://www.icrwhale.org/pdf/SC-F16-JR15.pdf","Converted from kj/kg to kj/g. States collected in early season. Longhurst determined based on map in Fig1. Lat/long estimated based on an approximate centre point of the sub-areas in figure 1 - South of the Kuril Islands and Northwest off Japan."
"Actinopterygii","Perciformes","Scombridae","Scomber","Scomber japonicus","Pacific chub mackerel","species","yes",NA,NA,8.555,"bomb_calorimetry",NA,NA,NA,NA,NA,NA,8.555,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2000","2014","May","October",NA,NA,45.38,155.31,"PSAW","Western North Pacific","Pacific Ocean",2016,"Tamura, T., Konishi, K. & Isoda, T. Updated estimation of prey consumption by common minke, Bryde’s and sei whales in the western North Pacific. Institute of Cetacean Research Reports 16, 1–58 (2016).","https://www.icrwhale.org/pdf/SC-F16-JR15.pdf","Converted from kj/kg to kj/g. States collected in late season. Longhurst determined based on map in Fig1. Lat/long estimated based on an approximate centre point of the sub-areas in figure 1 - South of the Kuril Islands and Northwest off Japan."
"Actinopterygii","Perciformes","Scombridae","Scomber","Scomber japonicus","Pacific chub mackerel","species","yes",NA,NA,4.765,"bomb_calorimetry",NA,NA,NA,NA,NA,NA,4.765,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2000","2014","May","October",NA,NA,45.38,155.31,"PSAW","Western North Pacific","Pacific Ocean",2016,"Tamura, T., Konishi, K. & Isoda, T. Updated estimation of prey consumption by common minke, Bryde’s and sei whales in the western North Pacific. Institute of Cetacean Research Reports 16, 1–58 (2016).","https://www.icrwhale.org/pdf/SC-F16-JR15.pdf","Converted from kj/kg to kj/g. States collected in late season. Longhurst determined based on map in Fig1. Lat/long estimated based on an approximate centre point of the sub-areas in figure 1 - South of the Kuril Islands and Northwest off Japan."
"Actinopterygii","Perciformes","Scombridae","Scomber","Scomber scombrus","Atlantic mackerel","species","yes",NA,NA,7.17,"bomb_calorimetry",NA,NA,NA,NA,NA,NA,7.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDI","Ebro River Delta","Mediterranean",2017,"Albo-Puigserver, M. et al. Ecological energetics of forage fish from the Mediterranean Sea: Seasonal dynamics and interspecific differences. Deep Sea Research Part II: Topical Studies in Oceanography 140, 74–82 (2017).","10.1016/j.dsr2.2017.03.002",NA
"Actinopterygii","Perciformes","Scombridae","Scomber","Scomber scombrus","Atlantic mackerel","species","yes",13.2,12.3,8.4,"proximate_composition",13.2,NA,NA,12.3,NA,NA,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDI","NW Mediterranenan; between the Iberian Peninsula and the Balearic islands","Mediterranean",2012,"Cardona, L., Álvarez De Quevedo, I., Borrell, A. & Aguilar, A. Massive Consumption of Gelatinous Plankton by Mediterranean Apex Predators. PLoS ONE 7, 1–14 (2012).","10.1371/journal.pone.0031329",NA
"Actinopterygii","Perciformes","Scombridae","Scomber","Scomber scombrus","Atlantic mackerel","species","yes",10.5,17.5,7.9,"bomb_calorimetry",10.5,NA,NA,17.5,NA,NA,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NECS","Bay of Biscay","Atlantic Ocean",2010,"Spitz, J., Mourocq, E., Schoen, V. & Ridoux, V. Proximate composition and energy content of forage species from the Bay of Biscay: high- or low-quality food? ICES Journal of Marine Science 67, 909–915 (2010).","10.1093/icesjms/fsq008",NA
"Actinopterygii","Beloniformes","Scomberesocidae","Scomberesox","Scomberesox saurus saurus","Atlantic saury","species","yes",2.1,22.9,5.8,"bomb_calorimetry",2.1,NA,NA,22.9,NA,NA,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NECS","Bay of Biscay","Atlantic Ocean",2010,"Spitz, J., Mourocq, E., Schoen, V. & Ridoux, V. Proximate composition and energy content of forage species from the Bay of Biscay: high- or low-quality food? ICES Journal of Marine Science 67, 909–915 (2010).","10.1093/icesjms/fsq008",NA
"Actinopterygii","Perciformes","Scombrolabracidae","Scombrolabrax","Scombrolabrax heterolepis","Longfin escolar","species","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Actinopterygii","Aulopiformes","Scoperlarchidae","Scopelarchus","Scopelarchus analis","Short fin pearleye","species","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Actinopterygii","Stephanoberyciformes","Melamphaidae","Scopelogadus","Scopelogadus bispinosus","Twospine bigscales","species","yes",2.7181842,6.0061188,2.88,"proximate_composition",NA,NA,22.9,NA,NA,50.6,2.88,NA,NA,4,85.4,NA,18.7,"adult",NA,NA,7.5,5,10,NA,NA,NA,NA,"1969","1972",NA,NA,NA,NA,32.499,-118.052,"CCAL","San Clemente Basin","Pacific Ocean",1973,"Childress, J. & Nygaard, M. The chemical composition of midwater fishes as a function of depth of occurrence off southern California. Deep-Sea Research 20, 1093–1109 (1973).","10.1016/0011-7471(73)90023-5","IG: % lipid and protein were reported as %AFDW and %wet weight --> used %AFDW; long and lat from NDBC (https://www.ndbc.noaa.gov/station_page.php?station=46086) ZR: used all relevant values, converted the kcal/100g ww to kj/g. No direct mention of life stage for nutruent levels, but paper states thier depth estimates (used alongside nutrition info) are for adults of the spp only. ash_dw = 100-AFDW%"
"Actinopterygii","Stephanoberyciformes","Melamphaidae","Scopelogadus","Scopelogadus bispinosus","Twospine bigscales","species","yes",0.8,6.3,1.78,"proximate_composition",0.8,NA,NA,6.3,NA,NA,1.78,NA,NA,2,88,NA,NA,NA,NA,NA,2.7,1.9,3.5,5.35,4.9,5.8,"SL","1969","1972",NA,NA,NA,NA,NA,NA,"NPTG","West Coast Oahu, Hawaii","Pacific Ocean",1990,"Childress, J. J., Price, M. H., Favuzzi, J. & Cowles, D. Chemical composition of midwater fishes as a function of depth of occurrence off the Hawaiian Islands: Food availability as a selective factor? Mar. Biol. 105, 235–246 (1990).","10.1007/BF01344292","Wet weight; samples collected off the west coast of Oahu"
"Actinopterygii","Aulopiformes","Notosudidae","Scopelosaurus","Scopelosaurus hoedti","Hoedt's waryfish","species","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Actinopterygii","Scorpaeniformes","Cottidae","Scorpaenichthys","Scorpaenichthys marmoratus","Cabezon","species","yes",0.8,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.3,1.43,NA,"adult",NA,NA,NA,NA,NA,NA,81,169,"TL","2010","2010","July","July","16","16",37.2,-122.4,"CCAL","Bean Hollow, near Pescadero","Pacific Ocean",2012,"Boone, C. Integrating Zooarchaeology and Modeling: Trans-Holocene Fishing in Monterey Bay, California. University of California, Santa Cruz 1–526 (2012) doi:NA.","https://escholarship.org/content/qt0t8511f0/qt0t8511f0.pdf","Says cabezon were in the 81-169cm (large) size category. So adults"
"Actinopterygii","Scorpaeniformes","Cottidae","Scorpaenichthys","Scorpaenichthys marmoratus","Cabezon","species","yes",0.4,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,1.19,NA,"adult",NA,NA,NA,NA,NA,NA,81,169,"TL",NA,NA,NA,NA,NA,NA,36.8,-121.9,"CCAL","Monterey Bay","Pacific Ocean",2012,"Boone, C. Integrating Zooarchaeology and Modeling: Trans-Holocene Fishing in Monterey Bay, California. University of California, Santa Cruz 1–526 (2012) doi:NA.","https://escholarship.org/content/qt0t8511f0/qt0t8511f0.pdf","Says cabezon were in the 81-169cm (large) size category. So adults"
"Actinopterygii","Scorpaeniformes","Cottidae","Scorpaenichthys","Scorpaenichthys marmoratus","Cabezon","species","yes",0.6,NA,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.1,1,NA,"adult",NA,NA,NA,NA,NA,NA,81,169,"TL","2010","2010","July","July","16","16",37.2,-122.4,"CCAL","Bean Hollow, near Pescadero","Pacific Ocean",2012,"Boone, C. Integrating Zooarchaeology and Modeling: Trans-Holocene Fishing in Monterey Bay, California. University of California, Santa Cruz 1–526 (2012) doi:NA.","https://escholarship.org/content/qt0t8511f0/qt0t8511f0.pdf","Says cabezon were in the 81-169cm (large) size category. So adults"
"Malacostraca","Decapoda","Scyllaridae","Scyllarus","Scyllarus arctus","Small european locust lobster","species","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes aleutianus","Rougheye rockfish","species","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
